,SrNo,System_Date_Time,IMEI_Number,Sim_Number,SIMCOM_Manufacturing_DATE,ESP_Name,ESP_Serial_Number,ESP_ManufacturingDate,Network_Timestamp,Body_Temperature,Heart_Rate,SpO2,accX,accY,accZ,gyroX,gyroY,gyroZ,Heading,Body_Activity,Jaw_Movement,AT_Ideal_Temperature,Location,Battery,Device_Status,Network_Timestamp,"Body_Activity
1- standing
0- sitting","Jaw_Movement
0- feeding
1- Head Move
2- Idle
3- Rumination"
2266,31251,2024-09-11 16:29:23,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:29:18",40.37,0,95.96,9.33,1.4,0.14,0.89,-0.29,0.01,E,Standing,3,37.865,"28.535748,77.567895",100,0,"24/09/11,16:29:18",1,0
2267,31252,2024-09-11 16:30:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:30:29",40.41,0,98.12,9.17,2.7,1.81,-0.1,0.02,0.03,E,Standing,3,37.865,"28.535738,77.567902",100,0,"24/09/11,16:30:29",1,0
2268,31253,2024-09-11 16:31:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:31:39",40.35,0,98.64,9.59,0.09,1.47,0.11,-0.23,-0.05,E,Standing,1,37.865,"28.535725,77.567922",100,0,"24/09/11,16:31:39",1,0
2269,31254,2024-09-11 16:34:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:34:00",40.47,0,97.86,10.05,-0.28,1.43,-0.1,-0.06,0.05,E,Standing,1,37.865,"28.535663,77.567935",100,0,"24/09/11,16:34:00",1,0
2270,31255,2024-09-11 16:35:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:35:10",40.6,0,95.94,9.17,0.37,1.21,0.03,-0.16,0.04,E,Standing,3,37.865,"28.535742,77.567943",100,0,"24/09/11,16:35:10",1,0
2271,31256,2024-09-11 16:36:25,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:36:21",40.51,0,98.66,9.65,1.13,1.61,-0.15,0.08,0.06,E,Standing,3,37.865,"28.535707,77.567897",100,0,"24/09/11,16:36:21",1,0
2272,31257,2024-09-11 16:37:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:37:31",40.59,0,95.91,9.44,2.43,1.2,0.11,0.08,0.02,E,Standing,3,37.865,"28.535808,77.568022",100,0,"24/09/11,16:37:31",1,0
2273,31258,2024-09-11 16:39:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:39:52",40.42,0,99.6,10.4,0.56,0.22,0.02,0.16,0.18,E,Standing,3,37.865,"28.535840,77.567878",100,0,"24/09/11,16:39:52",1,0
2274,31259,2024-09-11 16:41:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:41:02",40.5,0,98.94,9.47,0.45,1.2,-0.15,-0.35,0.05,E,Standing,1,37.865,"28.535755,77.567937",100,0,"24/09/11,16:41:02",1,0
2275,31260,2024-09-11 16:42:17,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:42:13",40.55,0,98.35,9.55,0.75,1.4,0.06,0.07,0.03,E,Standing,1,37.865,"28.535717,77.567817",100,0,"24/09/11,16:42:13",1,0
2276,31261,2024-09-11 16:43:28,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:43:23",40.63,0,97.32,9.78,1.36,1.43,-0.04,-0.01,0.03,E,Standing,3,37.865,"28.535725,77.567827",100,0,"24/09/11,16:43:23",1,0
2277,31262,2024-09-11 16:44:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:44:34",40.52,0,99.09,9.74,0.72,-0.08,0.04,0.01,0.02,E,Standing,3,37.865,"28.535752,77.567850",100,0,"24/09/11,16:44:34",1,0
2278,31263,2024-09-11 16:45:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:45:44",40.54,0,98.76,10.24,0.32,-0.91,-0.11,0.05,0.01,E,Standing,2,37.865,"28.535663,77.567785",100,0,"24/09/11,16:45:44",1,0
2279,31264,2024-09-11 16:46:59,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:46:54",40.52,0,97.7,9.97,-0.03,1.11,-0.18,-0.01,-0.03,E,Standing,1,37.865,"28.535640,77.567778",100,0,"24/09/11,16:46:54",1,0
2280,31265,2024-09-11 16:48:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:48:05",40.59,0,93.54,9.37,0.05,1.94,0.2,0.02,0.15,E,Standing,0,37.865,"28.535670,77.567808",100,0,"24/09/11,16:48:05",1,0
2281,31266,2024-09-11 16:49:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:49:15",40.43,0,98.17,9.64,-1.88,1.11,-0.08,0.04,0.03,E,Standing,1,37.865,"28.535700,77.567845",100,0,"24/09/11,16:49:15",1,1
2282,31267,2024-09-11 16:50:30,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:50:26",40.34,0,98.07,9.71,-2.17,0.68,-0.07,0,0.01,E,Standing,3,37.865,"28.535788,77.567783",100,0,"24/09/11,16:50:26",1,2
2283,31268,2024-09-11 16:51:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:51:36",40.48,0,97.45,9.67,-1.61,1.41,-0.05,-0.01,0.02,E,Standing,1,37.865,"28.535742,77.567770",100,0,"24/09/11,16:51:36",1,1
2284,31269,2024-09-11 16:52:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:52:46",40.32,0,98.7,9.59,1.14,1,0.07,0.3,0.07,E,Standing,3,37.865,"28.535683,77.567787",100,0,"24/09/11,16:52:46",1,3
2285,31270,2024-09-11 16:54:02,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:53:57",40.33,0,99.44,10.15,0.4,0.21,0.03,-0.11,-0.03,E,Standing,3,37.865,"28.535705,77.567820",100,0,"24/09/11,16:53:57",1,0
2286,31271,2024-09-11 16:55:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:55:07",40.3,0,99.4,9.68,-1.92,0.16,-0.07,-0.01,0.04,E,Standing,1,37.865,"28.535697,77.567778",100,0,"24/09/11,16:55:07",1,2
2287,31272,2024-09-11 16:56:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:56:18",40.34,0,98.91,9.87,-2.41,-0.52,-0.07,0.01,0,E,Standing,2,37.865,"28.535703,77.567882",100,0,"24/09/11,16:56:18",1,2
2288,31273,2024-09-11 16:57:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:57:28",40.42,0,99.03,9.74,-0.6,0.28,0.27,0.11,0.18,E,Standing,1,37.865,"28.535780,77.567862",100,0,"24/09/11,16:57:28",1,2
2289,31274,2024-09-11 16:58:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:58:38",40.46,0,99.04,9.92,1.2,-1.19,-0.04,0.01,0.01,E,Standing,3,37.865,"28.535767,77.567917",100,0,"24/09/11,16:58:38",1,0
2290,31275,2024-09-11 16:59:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:59:49",40.2,0,98.64,10.15,-0.08,0.05,-0.09,0.01,-0.01,E,Standing,1,37.865,"28.535705,77.567883",100,0,"24/09/11,16:59:49",1,0
2291,31276,2024-09-11 17:01:04,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:00:59",40.33,0,98.79,9.97,1.22,-1.07,-0.05,-0.04,-0.04,E,Standing,3,37.865,"28.535658,77.567835",100,0,"24/09/11,17:00:59",1,0
2292,31277,2024-09-11 17:02:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:02:09",40.36,0,98.83,10.04,0.46,-1.54,0,0.01,0.02,E,Standing,2,37.865,"28.535693,77.567780",100,0,"24/09/11,17:02:09",1,0
2293,31278,2024-09-11 17:04:46,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:04:30",40.47,0,93.28,9.61,-0.8,1.78,-0.05,-0.02,0,E,Standing,1,37.865,"28.535717,77.567767",100,0,"24/09/11,17:04:30",1,0
2294,31279,2024-09-11 17:05:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:05:41",40.39,0,97.28,9.43,1.34,2.11,-0.02,-0.03,0.01,E,Standing,3,37.865,"28.535712,77.567783",100,0,"24/09/11,17:05:41",1,0
2295,31280,2024-09-11 17:08:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:08:01",40.12,0,99.02,10.14,2.25,1.79,-0.13,0.01,0.06,E,Standing,3,37.865,"28.535670,77.567863",100,0,"24/09/11,17:08:01",1,0
2296,31281,2024-09-11 17:11:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:11:33",40.46,0,99.37,9.49,0.6,-2.5,0,0,-0.01,E,Standing,3,37.865,"28.535680,77.567815",100,0,"24/09/11,17:11:33",1,0
2297,31282,2024-09-11 17:12:48,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:12:43",40.38,0,98.36,8.74,3.6,2.92,-0.1,0.04,-0.02,E,Standing,3,37.865,"28.535680,77.567815",100,0,"24/09/11,17:12:43",1,0
2298,31283,2024-09-11 17:13:58,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:13:53",40.33,0,96.99,9.56,2.01,1.76,-0.37,0.18,-0.04,E,Standing,3,37.865,"28.535723,77.567790",100,0,"24/09/11,17:13:53",1,0
2299,31284,2024-09-11 17:15:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:15:04",40.65,0,95.35,9.75,0.63,0.59,0.05,0.02,0.04,E,Standing,3,37.865,"28.535687,77.567818",100,0,"24/09/11,17:15:04",1,0
2300,31285,2024-09-11 17:16:19,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:16:14",40.79,0,94.41,9.46,1.66,1.69,0.15,-0.01,0.01,E,Standing,3,37.865,"28.535672,77.567837",100,0,"24/09/11,17:16:14",1,0
2301,31286,2024-09-11 17:17:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:17:25",40.67,0,99.06,10.12,0.04,-1.12,0.21,0.16,0,E,Standing,1,37.865,"28.535655,77.567728",100,0,"24/09/11,17:17:25",1,0
2302,31287,2024-09-11 17:18:40,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:18:35",40.43,0,99.06,9.68,0.52,-0.66,-0.09,0.05,0.04,E,Standing,2,37.865,"28.535683,77.567780",100,0,"24/09/11,17:18:35",1,0
2303,31288,2024-09-11 17:19:50,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:19:45",40.38,0,98.87,10.27,0.58,-0.57,-0.11,-0.04,0.05,E,Standing,2,37.865,"28.535687,77.567758",100,0,"24/09/11,17:19:45",1,0
2304,31289,2024-09-11 17:21:01,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:20:56",40.27,0,98.89,9.96,1.53,-0.95,-0.11,0.02,0.03,E,Standing,3,37.865,"28.535753,77.567837",100,0,"24/09/11,17:20:56",1,0
2305,31290,2024-09-11 17:22:11,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:22:06",40.31,0,98.35,9.72,-0.32,2.21,-0.06,0,-0.02,E,Standing,1,37.865,"28.535712,77.567782",100,0,"24/09/11,17:22:06",1,0
2306,31291,2024-09-11 17:23:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:23:17",40.44,0,99.1,10.23,0.56,-1.22,-0.04,0.03,0.01,E,Standing,2,37.865,"28.535718,77.567827",100,0,"24/09/11,17:23:17",1,0
2307,31292,2024-09-11 17:24:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:24:27",40.46,0,98.4,8.65,3.86,2.05,-0.09,0.06,0.01,E,Standing,3,37.865,"28.535740,77.567903",100,0,"24/09/11,17:24:27",1,0
2308,31293,2024-09-11 17:25:42,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:25:37",40.29,0,95.29,9.84,0.74,1.17,-0.03,0.06,0.01,E,Standing,3,37.66,"28.535748,77.567808",100,0,"24/09/11,17:25:37",1,2
2309,31294,2024-09-11 17:26:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:26:48",40.33,0,94.1,9.57,1.37,1.78,-0.38,0.14,-0.19,NE,Standing,3,37.66,"28.535812,77.567847",100,0,"24/09/11,17:26:48",1,2
2310,31295,2024-09-11 17:28:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:27:58",39.97,0,98.74,9.81,-0.51,-1.95,-0.18,-0.11,0.03,E,Standing,1,37.66,"28.535858,77.567863",100,0,"24/09/11,17:27:58",1,2
2311,31296,2024-09-11 17:29:14,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:29:08",40.12,0,96.35,9.48,1.08,1.3,-0.15,0.01,0.02,E,Standing,3,37.66,"28.535722,77.567918",100,0,"24/09/11,17:29:08",1,2
2312,31297,2024-09-11 17:31:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:31:29",40.25,0,94.77,10.91,-0.04,1.84,-0.37,0.04,0.13,E,Standing,2,37.66,"28.535737,77.567917",100,0,"24/09/11,17:31:29",1,2
2313,31298,2024-09-11 17:32:44,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:32:39",40.14,0,99.59,9.79,0.03,-0.75,-0.18,-0.09,0.05,E,Standing,1,37.66,"28.535753,77.567860",100,0,"24/09/11,17:32:39",1,0
2314,31299,2024-09-11 17:33:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:33:50",40.25,0,96.1,9.97,0.54,0.33,-0.23,0.01,-0.04,E,Standing,2,37.66,"28.535735,77.567995",100,0,"24/09/11,17:33:50",1,0
2315,31300,2024-09-11 17:35:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:35:00",40.14,0,100,9.96,1.06,-1.13,-0.08,-0.04,0.05,E,Standing,3,37.66,"28.535798,77.567960",100,0,"24/09/11,17:35:00",1,0
2316,31301,2024-09-11 17:36:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:36:10",40.23,0,100,9.17,0.87,1.03,0.07,0.06,-0.04,E,Standing,3,37.66,"28.535798,77.567960",100,0,"24/09/11,17:36:10",1,0
2317,31302,2024-09-11 17:37:26,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:37:21",40.18,0,100,9.83,1.19,-1.27,-0.03,-0.03,0.02,E,Standing,3,37.66,"28.535833,77.567923",100,0,"24/09/11,17:37:21",1,0
2318,31303,2024-09-11 17:38:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:38:31",40.41,0,98.57,9.77,0.91,1.24,-0.02,-0.14,0.01,E,Standing,3,37.66,"28.535778,77.567990",100,0,"24/09/11,17:38:31",1,0
2319,31304,2024-09-11 17:39:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:39:42",40.6,0,98.29,9.95,-0.04,0.54,-0.05,0,0.02,E,Standing,3,37.66,"28.535808,77.567915",100,0,"24/09/11,17:39:42",1,2
2320,31305,2024-09-11 17:40:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:40:52",40.45,0,99.61,9.96,1.35,-0.15,0.04,0.09,0,E,Standing,3,37.66,"28.535838,77.567890",100,0,"24/09/11,17:40:52",1,2
2321,31306,2024-09-11 17:42:08,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:42:02",40.4,0,100,10.04,1.53,-0.75,-0.07,0.05,0,E,Standing,3,37.66,"28.535787,77.567917",100,0,"24/09/11,17:42:02",1,2
2322,31307,2024-09-11 17:43:18,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:43:13",40.5,0,99.09,9.51,1.52,1.5,-0.08,-0.07,-0.02,E,Standing,3,37.66,"28.535787,77.567872",100,0,"24/09/11,17:43:13",1,0
2323,31308,2024-09-11 17:44:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:44:23",40.03,0,100,8.77,4.02,1.57,-0.06,-0.04,0.02,E,Standing,3,37.66,"28.535815,77.567918",100,0,"24/09/11,17:44:23",1,0
2324,31309,2024-09-11 17:45:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:45:34",39.86,0,99.79,10.01,0.28,1.13,-0.05,0.07,0.07,E,Standing,1,37.66,"28.535792,77.567925",100,0,"24/09/11,17:45:34",1,0
2325,31310,2024-09-11 17:46:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:46:44",40.37,0,98.35,9.26,1.38,0.59,0.08,0.01,0,E,Standing,3,37.66,"28.535762,77.567942",100,0,"24/09/11,17:46:44",1,0
2326,31311,2024-09-11 17:48:00,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:47:54",40.22,0,99.32,9.81,-0.96,1.07,-0.14,-0.06,-0.01,E,Standing,1,37.66,"28.535800,77.567917",100,0,"24/09/11,17:47:54",1,0
2327,31312,2024-09-11 17:49:10,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:49:05",40.15,0,99.38,9.92,-1.37,-2.26,0.13,-0.03,-0.02,E,Standing,1,37.66,"28.535782,77.567858",100,0,"24/09/11,17:49:05",1,2
2328,31313,2024-09-11 17:50:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:50:15",40.22,0,100,10.29,-0.63,-0.57,-0.13,-0.02,-0.03,E,Standing,1,37.66,"28.535820,77.567878",100,0,"24/09/11,17:50:15",1,2
2329,31314,2024-09-11 17:51:31,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:51:26",40.1,0,100,10.09,-0.04,-0.28,-0.03,0.02,0.06,E,Standing,2,37.66,"28.535820,77.567878",100,0,"24/09/11,17:51:26",1,2
2330,31315,2024-09-11 17:52:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:52:36",40.11,0,100,10.26,-0.17,-0.83,-0.04,0.02,-0.01,E,Standing,2,37.66,"28.535843,77.567838",100,0,"24/09/11,17:52:36",1,3
2331,31316,2024-09-11 17:53:52,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:53:46",40.18,0,100,10.12,0.18,-0.49,-0.07,0.02,0.02,E,Standing,1,37.66,"28.535852,77.567937",100,0,"24/09/11,17:53:46",1,3
2332,31317,2024-09-11 17:55:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:54:57",40.24,0,100,10.1,-0.61,-1.08,-0.07,0,-0.03,E,Standing,2,37.66,"28.535852,77.567937",100,0,"24/09/11,17:54:57",1,3
2333,31318,2024-09-11 17:56:13,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:56:08",40.42,0,98.85,9.84,0.26,0.34,-0.01,0,0.05,E,Standing,3,37.66,"28.535828,77.567892",100,0,"24/09/11,17:56:08",1,3
2334,31319,2024-09-11 17:57:23,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:57:18",40.37,0,99.5,10.2,-0.05,-0.42,-0.06,0.01,-0.02,E,Standing,2,37.66,"28.535808,77.567885",100,0,"24/09/11,17:57:18",1,3
2335,31320,2024-09-11 17:58:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:58:29",40.31,0,99.52,10.03,0.32,-0.35,-0.1,-0.07,0.02,E,Standing,1,37.66,"28.535790,77.567908",100,0,"24/09/11,17:58:29",1,3
2336,31321,2024-09-11 17:59:44,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,17:59:39",40.49,0,98.5,9.84,0.41,0.37,-0.01,0.01,0.04,E,Standing,3,37.66,"28.535788,77.567978",100,0,"24/09/11,17:59:39",1,3
2337,31322,2024-09-11 18:00:54,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:00:50",40.53,0,99.51,9.68,0.36,0.34,-0.05,0.07,0.02,E,Standing,1,37.66,"28.535905,77.567945",100,0,"24/09/11,18:00:50",1,3
2338,31323,2024-09-11 18:02:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:02:00",40.47,0,100,9.81,0.37,0.42,-0.03,-0.04,0.04,E,Standing,3,37.66,"28.535825,77.567945",100,0,"24/09/11,18:02:00",1,3
2339,31324,2024-09-11 18:05:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:05:31",40.63,0,98.49,9.74,0.96,1.08,-0.07,0.11,-0.04,E,Standing,3,37.66,"28.535827,77.567867",100,0,"24/09/11,18:05:31",1,0
2340,31325,2024-09-11 18:06:46,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:06:41",40.37,0,100,10.02,-0.01,-1.02,-0.05,0.01,-0.03,E,Standing,2,37.66,"28.535785,77.567843",100,0,"24/09/11,18:06:41",1,3
2341,31326,2024-09-11 18:09:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:09:02",40.23,0,100,10.05,0.18,-0.04,-0.04,0.03,-0.01,E,Standing,2,37.66,"28.535803,77.567828",100,0,"24/09/11,18:09:02",1,3
2342,31327,2024-09-11 18:10:17,862211073312019120027,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:10:12",40.58,0,99.08,9.61,-0.46,1.43,0.02,-0.06,0.03,E,Standing,1,37.66,"28.535845,77.567888",100,0,"24/09/11,18:10:12",1,3
2343,31328,2024-09-11 18:11:30,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:11:23",40.51,0,100,10.03,0.05,-0.23,0,-0.05,0.05,E,Standing,1,37.66,"28.535850,77.567860",100,0,"24/09/11,18:11:23",1,3
2344,31329,2024-09-11 18:12:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:12:33",40.84,0,99.05,9.99,-0.41,0.53,-0.18,-0.12,-0.01,E,Standing,1,37.66,"28.535818,77.567822",100,0,"24/09/11,18:12:33",1,3
2345,31330,2024-09-11 18:16:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:16:04",39.83,0,100,9.64,1.91,-3.51,-0.09,-0.01,0.04,NE,Standing,3,37.66,"28.535842,77.567853",100,0,"24/09/11,18:16:04",1,3
2346,31331,2024-09-11 18:17:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:17:15",40.03,0,100,10.07,-0.01,-0.31,-0.04,0.02,-0.02,E,Standing,2,37.66,"28.535850,77.567885",100,0,"24/09/11,18:17:15",1,2
2347,31332,2024-09-11 18:18:30,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:18:25",39.89,0,100,9.91,-0.11,0.59,-0.08,0,0.02,E,Standing,1,37.66,"28.535813,77.567837",100,0,"24/09/11,18:18:25",1,2
2348,31333,2024-09-11 18:19:40,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:19:36",39.8,0,99.72,9.88,-2.06,0,-0.15,0,0.02,E,Standing,2,37.66,"28.535813,77.567850",100,0,"24/09/11,18:19:36",1,2
2349,31334,2024-09-11 18:20:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:20:46",40.01,0,96.51,9.62,0.1,-0.41,-0.01,-0.1,0.08,E,Standing,1,37.66,"28.535855,77.567868",100,0,"24/09/11,18:20:46",1,2
2350,31335,2024-09-11 18:22:01,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:21:56",40.12,0,99.93,10.1,0.58,-0.19,-0.01,0.03,-0.05,E,Standing,2,37.66,"28.535808,77.567897",100,0,"24/09/11,18:21:56",1,0
2351,31336,2024-09-11 18:23:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:23:07",40.26,0,99.54,9.15,-0.82,1.95,-0.46,0.1,0.04,E,Standing,1,37.66,"28.535808,77.567897",100,0,"24/09/11,18:23:07",1,2
2352,31337,2024-09-11 18:24:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:24:17",40.12,0,99.47,10.1,-0.49,-0.71,-0.06,0.02,0,E,Standing,2,37.66,"28.535808,77.567897",100,0,"24/09/11,18:24:17",1,2
2353,31338,2024-09-11 18:25:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:25:28",39.93,0,98.94,9.44,3.37,-0.83,0.17,0.07,0.26,NE,Standing,3,37.66,"28.535850,77.567938",100,0,"24/09/11,18:25:28",1,2
